"User Genome","Classification","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings"
"3300067053_1459__dereplicated_genomes","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__RBG-16-64-13;s__","-","-","-","-","-","-","-","-","-","ANI","classification based on placement in class-level tree","GCA_001768675.1, s__RBG-16-64-13 sp001...","88.52","0.89875","-"
"3300067053_1491__dereplicated_genomes","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA10428;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","90.8","0.88022","-"
"3300067053_1493__dereplicated_genomes","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__","-","-","-","-","-","GCA_016932715.1","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__UBA12294 sp016932715","81.18","0.605","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_022616105.1, s__UBA12294 sp0226161...","87.86","0.98202","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_1497__dereplicated_genomes","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","87.92","0.82974","-"
"3300067053_1499__dereplicated_genomes","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__","-","-","-","-","-","GCA_017885175.1","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__SSS58A sp017885175","87.16","0.836","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_002403075.1, s__SSS58A sp002403075...","79.46","0.97049","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_1505__dereplicated_genomes","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Fen-1058;f__Fen-1058;g__JAFGFO01;s__","-","-","-","-","-","GCA_016931085.1","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Fen-1058;f__Fen-1058;g__JAFGFO01;s__JAFGFO01 sp016931085","87.41","0.621","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","-","78.91","0.96576","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_1512__dereplicated_genomes","d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__JAGGTI01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","77.06","0.9118","-"
"3300067053_1523__dereplicated_genomes","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__","-","-","-","-","-","-","-","-","-","ANI","classification based on placement in class-level tree","GCF_018619475.1, s__Rhodomicrobium sp0...","87.49","0.93931","-"
"3300067053_1534__dereplicated_genomes","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__","-","-","-","-","-","GCA_017885175.1","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__SSS58A sp017885175","77.49","0.332","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_002403075.1, s__SSS58A sp002403075...","75.35","0.89005","-"
"3300067053_1543__dereplicated_genomes","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","77.91","0.68495","-"
"3300067053_1608__dereplicated_genomes","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA8199;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","84.09","0.88325","-"
"3300067053_1614__dereplicated_genomes","d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__JAKAGC01;s__","-","-","-","-","-","GCA_020355945.1","d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__JAKAGC01;s__JAKAGC01 sp020355945","79.2","0.371","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_011772425.1, s__JAKAGC01 sp0117724...","76.8","0.92437","-"
"3300067053_1616__dereplicated_genomes","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__JAFGPJ01;s__","-","-","-","-","-","GCA_016936275.1","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__JAFGPJ01;s__JAFGPJ01 sp016936275","79.9","0.524","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_003533825.1, s__JAFGPJ01 sp0035338...","83.26","0.96279","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_1623__dereplicated_genomes","d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","81.77","0.84008","-"
"3300067053_1625__dereplicated_genomes","d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UM-FILTER-43-11;f__UM-FILTER-43-11;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","79.05","0.85852","-"
"3300067053_1628__dereplicated_genomes","d__Bacteria;p__Desulfobacterota_F;c__SM23-61;o__SM23-61;f__SM23-61;g__SM23-61;s__","-","-","-","-","-","GCA_013388675.1","d__Bacteria;p__Desulfobacterota_F;c__SM23-61;o__SM23-61;f__SM23-61;g__SM23-61;s__SM23-61 sp013388675","83.3","0.655","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_001304105.1, s__SM23-61 sp00130410...","86.28","0.93396","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_1634__dereplicated_genomes","d__Bacteria;p__QNDG01;c__QNDG01;o__QNDG01;f__DSAB01;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","84.23","0.74925","-"
"3300067053_1636__dereplicated_genomes","d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__UBA3254;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","72.67","0.95106","-"
"3300067053_1659__dereplicated_genomes","d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__2-02-FULL-66-22;s__","-","-","-","-","-","-","-","-","-","ANI","classification based on placement in class-level tree","GCA_016180655.1, s__2-02-FULL-66-22 sp...","76.78","0.88864","-"
"3300067053_1663__dereplicated_genomes","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__","-","-","-","-","-","GCA_017885175.1","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__SSS58A sp017885175","79.55","0.522","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_002403295.1, s__SSS58A sp002403295...","73.33","0.91844","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_1693__dereplicated_genomes","d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JAFGIB01;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","79.68","0.83687","-"
"3300067053_173__dereplicated_genomes","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__","-","-","-","-","-","GCA_019075925.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__BOG-931 sp019075925","78.97","0.407","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_021811945.1, s__BOG-931 sp02181194...","74.02","0.96248","-"
"3300067053_181__dereplicated_genomes","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","79.82","0.68755","-"
"3300067053_185__dereplicated_genomes","d__Bacteria;p__Desulfobacterota_F;c__DSWW01;o__DSWW01;f__DSWW01;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","77.02","0.77957","-"
"3300067053_190__dereplicated_genomes","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__CTSoil-045;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","86.95","0.90465","-"
"3300067053_198__dereplicated_genomes","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__CTSoil-045;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","82.52","0.90703","-"
"3300067053_203__dereplicated_genomes","d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__","-","-","-","-","-","GCA_002479215.1","d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp002479215","82.27","0.587","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_001797845.1, s__UBA4810 sp00179784...","77.7","0.91022","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_207__dereplicated_genomes","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JAAYDI01;s__","-","-","-","-","-","GCA_012729315.1","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JAAYDI01;s__JAAYDI01 sp012729315","79.09","0.347","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","-","55.95","0.94754","-"
"3300067053_212__dereplicated_genomes","d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__","-","-","-","-","-","GCA_002479215.1","d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp002479215","88.66","0.704","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_001797845.1, s__UBA4810 sp00179784...","86.16","0.95438","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_231__dereplicated_genomes","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__CG2-30-68-42;s__","-","-","-","-","-","GCA_001872285.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__CG2-30-68-42;s__CG2-30-68-42 sp001872285","78.41","0.32","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","-","68.6","0.87979","-"
"3300067053_277__dereplicated_genomes","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__PLanc-01;s__","-","-","-","-","-","GCA_017993835.1","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__PLanc-01;s__PLanc-01 sp017993835","81.92","0.61","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_002327785.1, s__PLanc-01 sp0023277...","67.49","0.97648","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_294__dereplicated_genomes","d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__Desulfobacca;s__","-","-","-","-","-","-","-","-","-","ANI","classification based on placement in class-level tree","GCA_016874895.1, s__Desulfobacca sp016...","67.03","0.86872","Genome has more than 10.0% of markers with multiple hits"
"3300067053_295__dereplicated_genomes","d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__","-","-","-","-","-","GCA_001797845.1","d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp001797845","85.04","0.767","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_002479215.1, s__UBA4810 sp00247921...","70.72","0.95348","Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.8% of markers with multiple hits"
"3300067053_301__dereplicated_genomes","d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__JABDRL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","82.7","0.94205","-"
"3300067053_302__dereplicated_genomes","d__Bacteria;p__QNDG01;c__QNDG01;o__QNDG01;f__JAFGCO01;g__JAFGGN01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","91.36","0.85918","-"
"3300067053_316__dereplicated_genomes","d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__WJJR01;f__WJJR01;g__JACQFV01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","91.32","0.89257","-"
"3300067053_317__dereplicated_genomes","d__Bacteria;p__Planctomycetota;c__JAKEIC01;o__DYIT01;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","85.54","0.63748","-"
"3300067053_358__dereplicated_genomes","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","78.45","0.85054","-"
"3300067053_392__dereplicated_genomes","d__Bacteria;p__Desulfobacterota_F;c__BSN033;o__BSN033;f__UBA1163;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","89.49","0.75858","-"
"3300067053_396__dereplicated_genomes","d__Bacteria;p__VGIX01;c__VGIX01;o__VGIX01;f__VGIX01;g__VGIX01;s__","-","-","-","-","-","GCA_016867725.1","d__Bacteria;p__VGIX01;c__VGIX01;o__VGIX01;f__VGIX01;g__VGIX01;s__VGIX01 sp016867725","81.59","0.614","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","-","68.68","0.88138","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_431__dereplicated_genomes","d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_A;f__JAGNIJ01;g__JAGNIJ01;s__","-","-","-","-","-","GCA_018823105.1","d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_A;f__JAGNIJ01;g__JAGNIJ01;s__JAGNIJ01 sp018823105","86.85","0.682","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_018001225.1, s__JAGNIJ01 sp0180012...","86.02","0.93946","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_449__dereplicated_genomes","d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__UBA2258;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_903908785.1, s__UBA2258 sp90390878...","81.37","0.93746","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_475__dereplicated_genomes","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__Fen-1359;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","81.21","0.89712","-"
"3300067053_490__dereplicated_genomes","d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","74.44","0.80957","-"
"3300067053_594__dereplicated_genomes","d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__SpSt-899;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","54.04","0.84119","-"
"3300067053_634__dereplicated_genomes","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA3939;g__UBA3939;s__","-","-","-","-","-","GCA_002385705.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA3939;g__UBA3939;s__UBA3939 sp002385705","77.46","0.235","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","-","82.94","0.8782","-"
"3300067053_637__dereplicated_genomes","d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","77.52","0.79191","-"
"3300067053_647__dereplicated_genomes","d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__JAFDJF01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","53.07","0.88698","-"
"3300067053_658__dereplicated_genomes","d__Bacteria;p__AABM5-125-24;c__B3-LCP;o__B3-LCP;f__B3-LCP;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","87.92","0.78544","-"
"3300067053_669__dereplicated_genomes","d__Bacteria;p__CSSED10-310;c__;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","-","classification based on placement in backbone tree","-","84.99","0.3188","-"
"3300067053_682__dereplicated_genomes","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JAHDQI01;s__","-","-","-","-","-","GCA_022705405.1","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JAHDQI01;s__JAHDQI01 sp022705405","79.79","0.557","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_018433925.1, s__JAHDQI01 sp0184339...","73.94","0.94957","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_693__dereplicated_genomes","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JAFGSN01;s__","-","-","-","-","-","GCA_016934575.1","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JAFGSN01;s__JAFGSN01 sp016934575","78.25","0.279","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","-","84.37","0.90057","-"
"3300067053_726__dereplicated_genomes","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_017880945.1, s__Gallionella sp0178...","90.98","0.96515","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_733__dereplicated_genomes","d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","84.99","0.75643","-"
"3300067053_734__dereplicated_genomes","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","66.63","0.84318","-"
"3300067053_750__dereplicated_genomes","d__Bacteria;p__AABM5-125-24;c__RPQS01;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","76.84","0.47571","-"
"3300067053_760__dereplicated_genomes","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__RPPD01;g__RPPD01;s__","-","-","-","-","-","GCA_003818675.1","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__RPPD01;g__RPPD01;s__RPPD01 sp003818675","78.52","0.364","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","-","85.54","0.95627","-"
"3300067053_799__dereplicated_genomes","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_001881495.1, s__Aquirickettsiella ...","83.08","0.95663","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_820__dereplicated_genomes","d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","79.07","0.56706","-"
"3300067053_851__dereplicated_genomes","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","75.19","0.87727","-"
"3300067053_853__dereplicated_genomes","d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","85.18","0.71687","-"
"3300067053_859__dereplicated_genomes","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA5072;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","92.1","0.94122","-"
"3300067053_861__dereplicated_genomes","d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","85.26","0.86103","-"
"3300067053_901__dereplicated_genomes","d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__RBG-13-44-9;g__RQOF01;s__RQOF01 sp001771055","GCA_001771055.1","95","d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__RBG-13-44-9;g__RQOF01;s__RQOF01 sp001771055","95.04","0.697","GCA_001771055.1","d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__RBG-13-44-9;g__RQOF01;s__RQOF01 sp001771055","95.04","0.697","ani_screen","classification based on ANI only","-","78.43","-","-"
"3300067053_944__dereplicated_genomes","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__","-","-","-","-","-","GCA_017885175.1","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__SSS58A sp017885175","83.04","0.647","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_002403075.1, s__SSS58A sp002403075...","72.57","0.93968","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"3300067053_946__dereplicated_genomes","d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__AABM5-125-24;f__AABM5-125-24;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","92.71","0.73324","-"
"3300067053_955__dereplicated_genomes","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__RPPD01;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","classification based on placement in class-level tree","-","83.1","0.75875","-"
"3300067053_962__dereplicated_genomes","d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","classification based on placement in class-level tree","-","84.69","0.71719","-"
"3300067053_967__dereplicated_genomes","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__","-","-","-","-","-","GCA_020072815.1","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__Angelobacter sp020072815","78.54","0.332","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_020072585.1, s__Angelobacter sp020...","62.16","0.91215","-"
"3300067053_980__dereplicated_genomes","d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__","-","-","-","-","-","GCA_001766905.1","d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp001766905","87.23","0.734","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_022865555.1, s__RBG-13-68-16 sp022...","80.58","0.97489","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
