Function ID	Function Name	Soil microbial communitie 3300051019	Soil microbial communitie 3300051162	Soil microbial communitie 3300051161	Soil microbial communitie 3300051208	Soil microbial communitie 3300051207	Soil microbial communitie 3300051206	Soil microbial communitie 3300052722	Soil microbial communitie 3300052920	Soil microbial communitie 3300052919	Soil microbial communitie 3300056874	Soil microbial communitie 3300056859	Soil microbial communitie 3300056873	Soil microbial communitie 3300056968	Soil microbial communitie 3300056860	Soil microbial communitie 3300056967	Soil microbial communitie 3300060290	Soil microbial communitie 3300056875	Soil microbial communitie 3300056969	Soil microbial communitie 3300056594	Soil microbial communitie 3300056862	Soil microbial communitie 3300056861	Soil microbial communitie 3300056611	Soil microbial communitie 3300056619	Soil microbial communitie 3300056620	Soil microbial communitie 3300056618	Soil microbial communitie 3300056612	Soil microbial communitie 3300056595	Soil microbial communitie 3300060274	Soil microbial communitie 3300061209	Soil microbial communitie 3300061208	Soil microbial communitie 3300060272	Soil microbial communitie 3300060271	Soil microbial communitie 3300060275	Soil microbial communitie 3300060276	Soil microbial communitie 3300061215	Soil microbial communitie 3300061210	
KO:K00127	formate dehydrogenase subunit gamma	2045	1665	1397	2027	3037	3673	2790	2870	2552	2950	930	1753	2566	3400	4001	1344	1427	3571	1803	2647	2216	1617	2615	1824	1751	2667	2879	2147	3912	4265	827	2281	1840	1707	3203	3395	
KO:K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	3775	2770	2203	3830	6307	9193	3768	4816	5107	4279	942	2764	3595	6265	7462	1789	1976	7962	2931	3905	3836	1734	4114	2962	2226	4512	5058	4241	4995	7871	1031	3517	2604	2230	4565	7370	
KO:K00129	aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	51	105	60	128	132	198	101	124	208	85	6	52	52	107	104	26	35	147	67	41	27	0	51	30	34	89	81	58	84	251	16	68	48	29	75	80	
KO:K00130	betaine-aldehyde dehydrogenase [EC:1.2.1.8]	1283	774	871	1368	2341	2770	1224	1677	1542	1508	522	817	1347	1897	2208	807	809	2229	914	1410	1364	683	1421	1217	658	1576	2022	1313	1717	2770	593	1539	1026	863	1746	2451	
KO:K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	1236	942	728	552	559	648	1212	1295	624	1546	313	863	1089	411	511	658	748	456	1083	818	466	688	767	362	953	684	510	252	1593	904	287	287	796	759	1156	464	
KO:K00132	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	732	583	479	238	425	414	571	456	215	795	142	441	721	301	445	318	300	406	755	604	264	376	509	286	475	275	273	241	747	390	259	281	421	350	728	453	
KO:K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	11896	7187	5121	5300	7085	8541	8802	9518	6557	11990	2987	5937	9678	7398	8310	5468	5416	7311	9381	8530	5733	9847	9252	5706	11483	7118	6244	5111	11995	10229	3580	5955	6108	6290	10539	7977	
KO:K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	14192	9118	7069	6915	8881	10293	10568	12108	8694	14297	3748	8978	11069	9460	10765	6823	7526	9518	11467	11018	7699	11116	11857	7150	13150	8899	8100	7064	15241	13565	4867	8346	8383	8123	13233	10364	
KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	2539	1767	1917	3907	5894	8462	3483	4561	5172	3104	1015	2707	2421	5807	6421	1530	1830	6838	2131	3741	3901	1110	3429	2912	1140	4165	4628	4120	4394	7643	1125	3772	2427	1859	3952	6483	
KO:K00137	aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	281	207	193	463	606	818	591	552	342	278	138	144	241	691	716	199	174	610	321	462	391	6	432	356	60	487	442	276	581	736	106	303	215	288	565	663	
KO:K00138	aldehyde dehydrogenase [EC:1.2.1.-]	278	320	292	776	972	1307	630	802	920	489	237	363	519	1034	1344	340	291	1225	413	685	573	42	724	666	105	786	655	876	923	1615	242	943	460	433	872	1453	
KO:K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	6543	4245	3505	4232	5894	7110	5607	6075	4976	6545	2222	4510	5703	5967	6660	3432	3986	6549	4773	5883	4532	5128	6234	4158	5775	5257	5171	4139	7215	7522	2519	4659	4244	3960	6567	6320	
KO:K00141	benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]	192	47	95	250	332	410	158	107	263	128	16	118	100	261	243	65	113	322	116	192	249	9	185	205	25	222	259	194	175	363	22	236	122	53	133	365	
KO:K00142	acyl-CoA synthetase [EC:6.2.1.-]	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K00143	L-2-aminoadipate reductase [EC:1.2.1.95]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	0	12	0	0	0	0	0	0	0	16	0	3	
KO:K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	7582	4376	3968	3827	5117	6493	6032	7088	4963	7850	1932	4291	5944	5328	5914	3381	3818	4947	5658	5474	3761	5853	5945	3477	6449	4812	4580	3593	8569	7661	2204	4058	4104	3976	6741	5630	
KO:K00146	phenylacetaldehyde dehydrogenase [EC:1.2.1.39]	103	36	55	153	355	331	57	102	142	177	81	58	97	236	412	133	62	416	111	125	251	8	138	225	72	184	307	209	112	313	59	98	129	179	104	443	
KO:K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	7676	4649	3454	4347	5576	7282	6165	7350	5459	8476	2137	4932	6450	5669	6175	3555	3912	5988	5867	6001	4036	6143	6253	4023	6908	5191	5120	3968	8139	8172	2262	4467	4563	4302	7472	5739	
KO:K00148	glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]	42	19	27	31	66	128	54	39	25	53	9	64	0	134	175	4	9	132	29	37	65	75	98	43	70	42	57	70	34	128	13	76	24	44	101	117	
KO:K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	1340	940	1119	766	754	744	1293	1575	792	1139	407	667	1226	834	795	723	817	507	1007	1134	655	931	1055	740	922	851	596	674	1675	1130	611	946	1055	963	1510	797	
KO:K00151	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]	145	23	10	138	481	587	56	83	259	155	44	168	55	535	488	90	58	536	57	224	371	15	217	176	21	169	436	375	85	589	0	285	95	16	189	609	
KO:K00152	salicylaldehyde dehydrogenase [EC:1.2.1.65]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	14	
KO:K00153	S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]	36	21	47	206	270	468	23	72	161	58	0	33	24	299	346	11	0	344	20	18	64	15	114	85	34	188	137	66	38	364	11	65	32	0	6	337	
KO:K00154	coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	209	199	211	936	1138	1812	533	717	1188	212	31	259	243	1087	1322	122	176	1492	245	553	634	4	381	347	42	749	813	686	572	1779	53	644	467	158	477	1253	
KO:K00156	pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	86	35	22	36	148	153	76	62	40	102	11	27	63	95	119	50	5	137	51	38	102	30	101	58	8	25	53	40	88	98	0	78	27	17	40	139	
KO:K00158	pyruvate oxidase [EC:1.2.3.3]	1435	787	650	410	384	391	813	1008	303	1229	376	511	877	408	400	664	577	251	1025	912	323	805	1115	530	906	485	359	257	1067	539	486	532	706	687	882	435	
KO:K00161	pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	4387	2779	2086	2781	4061	4565	3479	4006	3217	4455	1477	2775	3770	4545	4848	2366	2357	4417	3210	3767	2956	3194	4018	2612	3644	3676	3682	2902	5068	5099	1530	3162	2591	2506	4176	4743	
KO:K00162	pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	4724	3028	2158	2652	3850	4782	3565	4036	3209	4311	1562	2761	3927	4021	4413	2389	2351	4524	3461	3658	2838	3139	3966	2605	3787	3402	3334	2701	5039	4896	1512	2926	2408	2409	4164	4117	
KO:K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	2621	1793	2183	4899	7425	9576	3839	5006	6239	3108	1053	3635	2732	7668	8922	1480	2502	8816	2361	4714	5620	1242	4093	4181	1906	5205	6357	5695	4995	10157	1321	5281	3340	2105	4573	8816	
KO:K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	2216	1638	1828	3755	5454	7155	3347	4383	5010	2781	1109	3456	2368	6004	6804	1604	2132	6559	2173	3749	4586	581	3759	3280	1302	4624	5118	4369	3954	7869	1099	4044	2579	1872	4248	6667	
KO:K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	752	530	475	977	1480	2156	904	838	1069	875	283	424	597	1161	1547	464	389	1665	611	834	901	246	955	718	373	1159	1353	936	1171	1775	256	867	562	456	956	1599	
KO:K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]	1065	700	569	1152	1795	2481	1169	1283	1380	1272	432	620	974	1835	2111	527	480	2310	819	1142	1165	648	1125	1022	805	1478	1553	1187	1504	2424	349	1295	795	562	1397	2156	
KO:K00169	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	12052	7426	5704	4344	4850	4709	8909	9245	4347	11850	3515	4676	10041	4609	4726	5781	5740	3882	9437	8085	3907	12939	9417	4926	14450	5558	3894	3007	11329	6565	4162	4537	6072	6901	9329	4195	
KO:K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	10985	6761	4801	3418	4003	4002	7627	7824	4074	9621	2713	3944	8582	3834	4731	4972	4244	3702	7721	6341	3644	11832	8236	4364	12554	4472	3292	2769	10101	5920	3623	4306	5248	5852	8128	4029	
KO:K00171	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	6540	4001	2809	1662	1875	1492	4806	4669	1735	6595	1751	2272	5738	1792	1904	3100	2891	1380	5028	4023	1666	6974	4470	2376	7365	2771	1519	1353	6243	2729	1969	2233	3239	3701	5084	1896	
KO:K00172	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	7042	4346	2955	2374	2738	2862	4574	5182	2760	6153	1693	2470	5509	2841	3043	3189	2893	2672	5216	4543	2220	6296	4829	2780	6905	3239	2265	1875	6727	3934	2259	2625	3382	3640	5171	2587	
KO:K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	36302	23284	16686	14381	16870	19200	26484	27037	16256	34268	9374	16187	28293	17360	19367	16138	16266	17099	26563	23693	13788	30247	26540	15080	36757	18356	14878	12069	34960	23499	11695	15388	19108	19624	29681	17110	
KO:K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	29033	18415	12906	10507	12097	13636	20185	20790	11557	26292	6945	12507	22330	13147	14093	12263	12291	12544	20916	18245	10190	25479	20773	11510	30510	13963	10586	8362	27855	17169	9153	11248	13933	15309	22918	12556	
KO:K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	9684	6382	4017	2583	2461	2634	6722	6323	2722	9327	2225	3755	8032	2765	3203	4136	4132	2252	7871	5467	2339	9050	5951	2936	10997	3330	2240	1984	9546	4023	2815	2907	4181	5123	7320	2629	
KO:K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	14815	9491	5932	3343	3527	3506	9766	9342	4149	13263	3304	5539	10923	4391	4499	5882	5866	3126	10957	8320	3496	13759	9613	4225	16869	5403	3314	2525	12832	5705	4254	4133	6119	7432	10220	3489	
KO:K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	24488	15942	11494	8365	8430	8496	18435	19709	9160	23352	6124	10180	19690	8422	8988	10652	10492	6639	17875	15012	7258	16406	17543	8860	19879	10752	7254	5558	23712	13134	7964	8771	12206	13140	19886	8052	
KO:K00180	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	12110	8028	5199	3499	4068	4179	8910	8587	4209	11968	2956	4756	9607	3993	4356	5114	4891	3443	9184	7037	3301	9022	8404	4080	10918	4683	3343	2448	11706	5815	3587	3735	5690	6204	9409	3809	
KO:K00184	dimethyl sulfoxide reductase iron-sulfur subunit	464	419	233	149	169	187	346	420	145	562	125	213	470	206	194	377	166	148	368	208	147	413	411	197	530	260	109	139	553	302	69	153	165	307	298	143	
KO:K00185	dimethyl sulfoxide reductase membrane subunit	396	331	203	139	126	183	325	208	114	358	161	112	364	132	111	229	200	83	362	297	83	453	428	199	542	168	80	60	342	210	147	115	158	237	207	150	
KO:K00186	2-oxoisovalerate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.7]	1193	800	426	229	246	320	551	998	285	778	217	331	643	257	384	422	416	296	603	423	182	999	658	309	921	353	232	157	927	438	262	334	476	422	677	279	
KO:K00187	2-oxoisovalerate ferredoxin oxidoreductase beta subunit [EC:1.2.7.7]	924	697	568	642	730	789	812	1152	681	1047	247	422	779	727	724	503	488	704	695	861	554	437	806	444	514	570	550	448	1252	998	318	550	653	547	1001	780	
KO:K00188	2-oxoisovalerate ferredoxin oxidoreductase delta subunit [EC:1.2.7.7]	634	454	310	110	110	37	412	292	62	502	179	148	537	70	66	224	206	59	434	242	90	412	335	131	514	194	64	27	372	137	177	106	215	225	349	46	
KO:K00189	2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]	1843	980	469	158	93	53	804	520	22	1207	374	130	900	91	118	785	360	22	1129	540	134	1705	925	383	2022	164	40	50	748	108	329	205	505	569	555	56	
KO:K00192	anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4]	4734	2607	1575	675	498	308	2186	2022	628	3826	1192	982	3134	491	527	2095	1558	262	3188	2016	693	4752	3438	1341	5585	1258	431	289	2371	703	1239	915	1681	1961	2110	466	
KO:K00193	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169]	4036	2423	1841	842	716	569	2621	2469	1086	3551	1265	1290	3008	807	848	2200	1628	482	2989	2519	883	3956	2805	1482	4223	1363	622	570	3030	1305	1426	1315	1807	2315	2477	838	
KO:K00194	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]	7848	5104	3406	2318	2342	2134	5109	5531	2595	7186	2062	3244	6341	2417	2651	3644	3456	1822	5975	4984	2047	8752	5725	2851	9055	3206	1800	1606	6957	3600	2589	2746	3674	4282	5994	2235	
KO:K00195	anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon	1847	1003	516	257	184	199	689	708	272	1474	386	344	1088	207	301	720	565	151	1254	667	270	2249	1175	434	2237	355	164	131	962	337	573	365	561	839	761	294	
KO:K00196	anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	12385	7021	3997	2168	2059	2230	6587	5703	2436	9635	2442	3327	7564	2396	2471	4675	3647	1864	8107	5235	2027	13764	7618	3112	16316	3013	2035	1569	9261	3609	3086	2633	4259	4886	6549	2144	
KO:K00197	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]	10227	5894	4415	2947	2722	2549	6654	6973	2976	8996	2426	4335	7855	2993	3210	4450	4431	2061	7433	5725	2419	10575	6979	3394	11702	3857	2546	2068	8900	4592	3312	3099	4604	5607	7862	2511	
KO:K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]	10736	7231	5778	4721	4516	4439	9008	9734	5216	11192	3156	7060	9774	4989	5042	5454	6112	3854	7501	8204	4106	10791	9168	4879	10634	6225	4350	3274	12790	7117	4173	4554	6299	6724	10811	4144	
KO:K00200	formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]	4811	2843	2589	1988	2321	2040	3285	4202	2243	4268	1238	1886	4118	2257	2093	2321	2334	1901	3557	3319	2020	4609	3878	2373	5135	2641	1814	1764	4720	3254	1741	2427	2938	2591	3974	2292	
KO:K00201	formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]	4283	2622	2422	1547	2133	1944	3102	3832	2057	4041	1234	1886	3773	2182	2218	2300	2251	1750	3191	3585	1937	4881	4005	2377	4570	2464	1841	1582	4604	2862	1799	2049	2708	2595	4115	1990	
KO:K00202	formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]	2951	1735	1625	1161	1607	1364	2088	2657	1369	2436	847	1259	2172	1448	1540	1334	1313	1220	2087	2089	1249	3070	2538	1570	3219	1475	1197	1163	3158	2134	1025	1493	1804	1524	2718	1561	
KO:K00203	formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]	2124	1160	821	523	567	524	1154	1431	629	1608	465	568	1465	586	650	862	736	472	1461	1334	583	2744	1527	848	2574	795	555	529	1694	856	656	710	928	1009	1558	604	
KO:K00204	4Fe-4S ferredoxin	0	0	7	0	8	12	0	8	7	0	0	0	0	11	8	4	0	0	0	8	8	0	0	11	0	5	0	7	7	14	0	9	8	0	9	0	
KO:K00205	4Fe-4S ferredoxin	2365	1245	911	694	715	533	1437	1823	814	1797	512	903	1588	779	838	1036	1205	546	1578	1375	744	3032	1558	941	2765	938	594	545	2015	1147	776	1006	1299	1238	1941	732	
KO:K00206	phosphonoacetaldehyde dehydrogenase [EC:1.2.1.-]	14	10	85	330	529	695	175	140	376	50	20	97	38	509	543	47	0	635	28	152	270	0	202	197	0	317	463	365	199	600	0	183	102	55	179	551	
KO:K00207	dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11	0	0	15	8	15	0	0	29	0	0	0	0	0	0	24	0	0	17	15	0	18	
KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	3657	2622	2138	3596	5676	7390	3793	4900	4702	3917	1120	3122	3332	5893	6931	1981	2077	6729	2934	4307	4391	1128	4186	3257	1633	4565	4917	4225	5360	7170	1340	4005	3008	2420	4769	6554	
KO:K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	373	170	75	98	141	300	130	134	135	204	66	145	115	173	251	116	88	288	201	160	105	127	147	116	188	103	129	75	146	150	26	93	50	65	112	237	
KO:K00213	7-dehydrocholesterol reductase [EC:1.3.1.21]	0	9	13	0	18	51	0	4	7	22	0	0	16	24	55	10	0	54	5	5	16	0	6	5	0	6	17	24	5	19	0	25	0	0	0	52	
KO:K00214	biliverdin reductase [EC:1.3.1.24]	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	
KO:K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	7940	4456	3094	3493	4687	5921	5871	6647	4376	8160	1988	4104	5863	4879	5520	3323	3370	4813	5982	5437	3585	6431	5986	3730	7348	4214	4066	3118	7974	6759	2029	3731	3890	3937	6613	5180	
KO:K00216	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]	36	17	8	16	26	64	0	33	9	11	0	0	4	17	30	5	14	39	12	4	13	23	24	0	21	13	6	13	42	35	12	18	14	7	7	26	
KO:K00217	maleylacetate reductase [EC:1.3.1.32]	220	158	70	363	714	732	249	216	267	330	154	181	194	615	750	199	65	705	179	337	435	56	388	394	51	375	482	457	221	565	61	376	131	97	192	788	
KO:K00218	protochlorophyllide reductase [EC:1.3.1.33]	0	6	8	10	9	19	0	8	0	9	0	0	10	0	0	7	0	8	0	0	11	0	11	0	0	5	15	0	8	42	3	3	0	0	0	34	
KO:K00219	2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]	7160	4809	3422	2914	3184	4221	5815	5570	3603	8604	1569	3172	6263	3310	3755	3430	2855	3107	5876	4757	2284	4486	4741	2414	6994	3278	2600	2006	7350	5046	2135	2633	3758	4312	6375	2802	
KO:K00220	cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	348	182	238	328	557	508	360	383	246	794	232	218	410	474	599	422	304	543	333	382	270	8	547	296	187	399	486	242	359	523	116	389	186	202	482	677	
KO:K00221	alkylmercury lyase [EC:4.99.1.2]	19	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	4	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	
KO:K00222	Delta14-sterol reductase [EC:1.3.1.70]	14	30	26	38	97	149	26	69	166	22	9	17	7	46	104	12	16	119	15	61	72	3	78	56	7	43	78	75	51	212	14	42	40	0	34	90	
KO:K00223	Delta24(24(1))-sterol reductase [EC:1.3.1.71]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	
KO:K00226	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	5374	3074	2253	2249	3211	4300	3669	4150	3234	4206	825	2309	3309	3443	4259	1505	1783	3625	3624	3308	2225	2039	2678	1652	2740	2543	2832	2359	5306	4790	1329	2355	2203	2528	4142	3783	
KO:K00227	Delta7-sterol 5-desaturase [EC:1.14.19.20]	0	0	16	5	39	51	8	8	3	34	0	0	5	40	65	4	0	94	6	0	14	6	12	8	16	8	25	0	4	42	0	5	0	0	8	34	
KO:K00228	coproporphyrinogen III oxidase [EC:1.3.3.3]	433	380	491	1523	2009	2691	1092	1491	1921	797	280	1166	698	1986	2365	441	651	2139	537	1319	1411	117	1075	993	211	1602	1949	1387	1508	2762	353	1442	863	444	1300	2127	
KO:K00230	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	3992	3147	2050	1828	2275	2777	3876	4344	2100	4249	873	1803	3817	2366	2631	1648	1797	2405	3325	2839	1707	1809	2817	1315	2186	2472	1936	1635	6120	3376	1266	1813	2237	2607	4564	2347	
KO:K00231	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	2903	2061	1457	1984	2714	4294	2818	2868	2719	2734	758	1403	2228	2434	2837	1452	1208	2999	1768	2289	1640	2521	2290	1541	2387	1969	2125	1592	3520	3831	920	1538	1460	1726	2825	2765	
KO:K00232	acyl-CoA oxidase [EC:1.3.3.6]	0	0	0	9	35	79	0	14	34	0	0	0	0	56	65	0	0	75	0	0	11	0	10	7	0	24	76	12	0	76	0	28	0	0	11	47	
KO:K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	0	0	0	16	0	0	30	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	13460	8907	7639	9247	12179	15243	11657	13639	10942	13388	4019	9378	11675	12884	14027	6577	7743	13588	10150	12336	9551	10702	13098	8927	12957	10963	10985	8845	15413	16965	5231	9792	9058	8421	14055	13879	
KO:K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	7366	4759	3861	4428	6083	7541	5772	6695	5485	7120	1967	4522	6018	6923	8141	3472	3641	7585	5698	6304	5320	5633	6962	4478	6484	5896	6028	4650	8088	8720	2318	5133	4538	4035	7196	7532	
KO:K00241	succinate dehydrogenase / fumarate reductase, cytochrome b subunit	4248	2792	2004	2905	4330	5562	3655	4231	3713	4389	1099	2568	3599	4753	5552	1806	2086	5375	3418	3838	3326	2665	3730	2606	2911	3871	3770	3257	5564	5896	1185	3437	2439	2386	4449	4955	
KO:K00242	succinate dehydrogenase / fumarate reductase, membrane anchor subunit	1573	957	729	1359	1567	2239	1558	1760	1648	1649	518	1002	1481	1981	2381	733	824	2386	1252	1559	1243	924	1513	910	1098	1853	1801	1410	2382	2521	474	1323	1096	979	1863	2120	
KO:K00243	uncharacterized protein	107	35	75	161	176	329	77	175	249	127	17	219	57	300	365	55	142	351	131	233	314	156	192	161	86	165	149	295	168	513	61	210	154	98	180	283	
KO:K00244	fumarate reductase flavoprotein subunit [EC:1.3.5.4]	5486	3012	2769	2997	4044	5021	4906	5021	3892	8773	1426	3636	5581	4539	5233	3096	3248	4658	4547	5310	3370	3672	4469	2698	6907	3872	3785	3094	7158	6432	1577	3700	3424	3538	6561	4629	
KO:K00245	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	592	332	494	1109	1341	1754	1016	1280	1252	638	190	953	763	1725	1832	390	694	1783	751	1162	1092	520	1049	964	595	1171	1426	963	1545	1919	364	1076	711	522	1231	1416	
KO:K00246	fumarate reductase subunit C	324	347	380	773	1108	1508	726	873	1076	495	172	748	498	1259	1361	290	412	1337	336	861	761	269	784	707	225	880	1023	923	1278	1550	252	631	554	428	1092	1152	
KO:K00247	fumarate reductase subunit D	152	62	90	278	522	710	116	214	350	162	64	213	129	591	630	99	95	707	154	279	390	13	311	319	69	337	518	364	203	542	22	303	118	80	186	544	
KO:K00248	butyryl-CoA dehydrogenase [EC:1.3.8.1]	7278	5294	3516	2675	2873	3113	5804	6469	3266	7694	1942	3225	6116	2954	3301	3420	3114	2802	5730	4834	2530	4595	5385	2996	5909	3278	2282	1941	7727	4968	2234	3144	3938	4063	6469	3038	
KO:K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	24445	17583	12057	13419	20222	25579	20692	21868	14438	25251	8202	11487	20957	20660	23930	13232	11505	24668	18637	19513	14413	17619	22406	14691	23119	17436	17551	13468	26174	25196	8217	15582	14671	13933	22801	22849	
KO:K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]	2060	1208	1018	1929	2865	4153	1769	1922	2253	2210	888	1390	1810	3211	3379	1258	1085	3944	1681	2268	2049	1051	2173	1985	1675	2287	2647	2004	2404	3912	545	2266	1372	1045	2116	3634	
KO:K00253	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	807	717	775	1376	1931	2650	1528	2015	1623	1398	555	1096	1069	2053	2420	654	687	2513	814	1749	1456	235	1328	1143	495	1475	1668	1426	2088	2638	463	1406	1116	843	1736	2468	
KO:K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]	1160	987	923	1803	2549	3543	1467	2151	2205	1518	450	1453	1245	2508	2943	681	961	2880	874	1836	1747	506	1467	1336	831	1884	2103	1729	2293	3285	528	1790	1501	867	2071	2832	
KO:K00259	alanine dehydrogenase [EC:1.4.1.1]	6634	4324	3188	4060	5550	6853	5700	6544	4997	6556	1843	3702	5185	5479	6696	3225	3000	5665	4698	5380	3956	4268	5387	3126	5150	4824	4686	3692	7906	7591	1971	4074	4105	3615	6653	5863	
KO:K00260	glutamate dehydrogenase [EC:1.4.1.2]	4605	3404	2044	1420	1485	1492	2976	2697	1486	3615	1105	1680	3070	1378	1603	1944	1704	1333	3187	2208	1232	3022	2653	1355	3701	1587	1383	977	3439	1852	1419	1609	2099	2213	3060	1379	
KO:K00261	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	8449	4890	3238	2436	3139	3743	5091	5663	2944	7766	1820	2956	5469	3380	3978	3805	2851	3488	5508	4379	2303	8073	5476	2966	8863	3413	2804	2012	6989	4279	2172	2643	3340	3767	5700	3608	
